CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
37,0.22222222,0,0.0,0.0,0.33333333,0.0,0.0,0.125,8.0
38,0.83333333,0.75,0.375,0.25,1.0,1.0,0.00030024,0.66666667,0.83333333
39,1.0,1.0,0.29411765,0.25,1.0,1.0,0.0002502,1.0,1.2
40,0.61111111,0.6407767,0.2,0.0,1.0,1.0,0.00024489,0.375,2.0
41,0.83333333,0.75,0.28571429,0.25,1.0,1.0,0.00020016,0.66666667,1.25
42,0.4,0.38888889,0.18181818,0.0,1.0,0.9,0.00016032,0.22222222,2.25
43,0.71428571,0.75,0.14893617,0.0,1.0,1.0,0.00017528,0.42857143,2.85714286
44,1.0,1.0,0.4,0.33333333,1.0,1.0,0.00026683,1.0,0.75
45,1.0,1.0,0.4,0.33333333,1.0,1.0,0.00026683,1.0,0.75
46,1.0,1.0,0.45454545,0.33333333,1.0,1.0,0.00033353,1.0,0.6
47,1.0,1.0,0.5,0.33333333,1.0,1.0,0.00040024,1.0,0.5
48,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
49,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
50,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
51,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
52,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
53,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
54,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
55,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
56,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
57,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
58,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
59,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
60,0.33333333,0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
61,0.66666667,0.6,0.38461538,0.0,0.75,0.75,0.0002502,0.33333333,0.8
62,0.66666667,0.69230769,0.16666667,0.0,1.0,1.0,0.00013349,0.4,2.5
63,0.6,0.6,0.4,0.2,1.0,1.0,0.00032032,0.5,0.75
64,0.76190476,0.78688525,0.25581395,0.0,1.0,1.0,0.00031473,0.5,1.45454545
65,0.28571429,0,0.0,0.0,0.28571429,0.0,0.0,0.16666667,6.0
66,0.28571429,0,0.0,0.0,0.28571429,0.0,0.0,0.16666667,6.0
67,0.25,0,0.0,0.0,0.25,0.0,0.0,0.14285714,7.0
68,0.25,0,0.06666667,0.0,0.375,0.0,2.504e-05,0.14285714,7.0
69,0.2,0,0.0,0.0,0.3,0.0,0.0,0.11111111,9.0
70,0.32727273,0.38297872,0.46268657,0.09090909,1.0,0.81818182,0.00056488,0.2,0.58064516
71,1.0,1.0,0.4,0.33333333,1.0,1.0,0.00026683,1.0,0.75
72,0.38095238,0.46153846,0.2,0.0,0.85714286,0.85714286,0.00011445,0.16666667,2.0
73,1.0,1.0,0.53846154,0.66666667,1.0,1.0,0.00046695,1.0,0.42857143
74,0.53333333,0.6,0.23809524,0.0,1.0,1.0,0.00016687,0.4,1.6
75,1.0,1.0,0.33333333,0.33333333,1.0,1.0,0.00020012,1.0,1.0
76,1.0,1.0,0.33333333,0.33333333,1.0,1.0,0.00020012,1.0,1.0
77,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
78,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
79,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
80,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
81,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
82,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
83,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
84,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
85,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
86,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
87,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
88,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
89,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
90,0.4,0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
91,0.66666667,0.6,0.27272727,0.0,0.75,0.75,0.00015012,0.33333333,1.33333333
92,0.66666667,0.6,0.27272727,0.0,0.75,0.75,0.00015012,0.33333333,1.33333333
93,0.5,0,0.23076923,0.0,0.8,0.0,0.00012012,0.25,1.66666667
94,0.66666667,0.6,0.33333333,0.0,0.75,0.75,0.00020016,0.33333333,1.0
95,0.46666667,0.5,0.26315789,0.16666667,0.83333333,0.66666667,0.00016687,0.2,1.4
96,0.83333333,0.75,0.33333333,0.0,1.0,1.0,0.0002502,0.66666667,1.0
97,0.7,0.64285714,0.125,0.0,1.0,1.0,8.008e-05,0.5,3.5
98,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
99,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
100,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
101,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
102,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
103,0.28571429,0,0.0,0.0,0.28571429,0.0,0.0,0.16666667,6.0
104,0.28571429,0,0.0,0.0,0.28571429,0.0,0.0,0.16666667,6.0
105,0.47222222,0.5,0.05555556,0.0,1.0,0.88888889,4.452e-05,0.25,8.5
106,0.33333333,0,0.09090909,0.0,0.33333333,0.0,3.337e-05,0.2,5.0
107,0.33333333,0,0.09090909,0.0,0.33333333,0.0,3.337e-05,0.2,5.0
108,0.33333333,0,0.09090909,0.0,0.33333333,0.0,3.337e-05,0.2,5.0
109,0.33333333,0,0.09090909,0.0,0.33333333,0.0,3.337e-05,0.2,5.0
110,0.33333333,0,0.09090909,0.0,0.33333333,0.0,3.337e-05,0.2,5.0
111,0.71428571,0.74157303,0.11111111,0.0,1.0,1.0,0.0001252,0.42857143,4.0
112,0.25,0,0.06666667,0.0,0.375,0.0,2.504e-05,0.14285714,7.0
113,0.22222222,0,0.11111111,0.11111111,0.33333333,0.0,4.452e-05,0.125,4.0
114,0.2,0,0.0,0.0,0.4,0.0,0.0,0.11111111,9.0
115,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
116,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
117,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
118,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
119,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
120,1.0,1.0,0.2,0.0,1.0,1.0,0.0002002,1.0,2.0
121,0.25,0,0.125,0.125,0.375,0.0,5.008e-05,0.14285714,3.5
122,1.0,1.0,0.33333333,0.33333333,1.0,1.0,0.00020012,1.0,1.0
123,0.25,0,0.22222222,0.125,0.5,0.0,0.00010016,0.14285714,1.75
124,0.6,0.5,0.05263158,0.0,1.0,1.0,3.337e-05,0.4,9.0
125,0.57142857,0.6,0.46666667,0.14285714,1.0,1.0,0.00060084,0.33333333,0.57142857
126,0.33333333,0,0.33333333,0.16666667,0.33333333,0.0,0.00016687,0.2,1.0
127,0.64285714,0.71830986,0.07692308,0.0,1.0,1.0,7.512e-05,0.42857143,6.0
128,1.0,1.0,0.16666667,0.0,1.0,1.0,0.00016016,1.0,2.5
129,0.8,0.80188679,0.06382979,0.0,1.0,1.0,0.00010933,0.6,7.33333333
130,1.0,1.0,0.5,0.33333333,1.0,1.0,0.00040024,1.0,0.5
131,0.28571429,0,0.47826087,0.14285714,0.42857143,0.0,0.00031473,0.16666667,0.54545455
132,0.2,0,0.18181818,0.1,0.4,0.0,8.016e-05,0.11111111,2.25
133,0.35714286,0,0.13043478,0.0,1.0,0.0,7.512e-05,0.28571429,3.33333333
134,1.0,1.0,0.53846154,0.33333333,1.0,1.0,0.00046695,1.0,0.42857143
135,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
136,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
137,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
138,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
139,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
140,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
141,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
142,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
143,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
144,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
145,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
146,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
147,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
148,0.33333333,0,0.06666667,0.0,0.71428571,0.0,2.861e-05,0.16666667,7.0
149,1.0,1.0,0.33333333,0.0,1.0,1.0,0.00020012,1.0,1.0
150,1.0,1.0,0.33333333,0.0,1.0,1.0,0.00020012,1.0,1.0
151,0.4,0.375,0.25,0.0,0.66666667,0.5,0.00013349,0.2,1.5
152,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
153,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
154,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
155,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
156,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
157,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
158,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
159,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
160,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
161,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
162,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
163,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
164,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
165,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
166,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
167,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
168,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
169,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
170,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
171,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
172,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
173,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
174,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
175,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
176,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
177,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
178,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
179,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
180,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
181,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
182,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
183,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
184,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
185,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
186,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
187,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
188,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
189,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
190,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
191,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
192,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
193,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
194,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
195,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
196,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
197,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
198,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
199,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
200,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
201,0.5,0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
202,0.66666667,0.6,0.27272727,0.0,0.75,0.75,0.00015012,0.33333333,1.33333333
203,0.5,0,0.23076923,0.0,0.8,0.0,0.00012012,0.25,1.66666667
204,0.66666667,0.6,0.2,0.0,0.75,0.75,0.00010008,0.33333333,2.0
205,1.0,1.0,0.14285714,0.0,1.0,1.0,0.00010008,1.0,3.0
206,0.1978022,0.34285714,0.29411765,0.14285714,0.92857143,0.71428571,0.00021489,0.07692308,1.2
207,0.7,0.6,0.06666667,0.0,1.0,1.0,4.004e-05,0.5,7.0
208,0.53333333,0.52941176,0.0,0.0,1.0,1.0,0.0,0.4,8.0
209,0.46428571,0.55263158,0.46938776,0.25,0.875,0.875,0.00057592,0.14285714,0.56521739
210,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
211,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
212,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
213,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
214,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
215,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
216,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
217,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
218,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
219,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
220,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
221,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
222,0.4,0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
223,0.8,0.78947368,0.2,0.0,1.0,1.0,0.00016016,0.5,2.0
224,0.5,0.42857143,0.23076923,0.0,0.6,0.6,0.00012012,0.25,1.66666667
225,0.52380952,0.32142857,0.60714286,0.57142857,1.0,0.71428571,0.00097279,0.33333333,0.32352941
226,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
227,0.33333333,0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
228,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
229,0.4,0,0.11111111,0.0,0.4,0.0,4.004e-05,0.25,4.0
230,0.4,0,0.11111111,0.0,0.4,0.0,4.004e-05,0.25,4.0
231,0.4,0,0.11111111,0.0,0.4,0.0,4.004e-05,0.25,4.0
232,0.4,0,0.11111111,0.0,0.4,0.0,4.004e-05,0.25,4.0
233,0.5,0.5,0.28571429,0.0,0.8,0.6,0.00016016,0.25,1.25
234,0.33333333,0,0.0,0.0,0.5,0.0,0.0,0.2,5.0
235,0.61904762,0.65853659,0.03703704,0.0,1.0,1.0,2.861e-05,0.33333333,13.0
236,0.4,0,0.11111111,0.0,0.4,0.0,4.004e-05,0.25,4.0
237,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
238,0.6,0.71428571,0.05263158,0.0,1.0,1.0,3.337e-05,0.4,9.0
239,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
240,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
241,0.25,0,0.17647059,0.125,0.375,0.0,7.512e-05,0.14285714,2.33333333
242,0.52380952,0.46153846,0.12,0.0,1.0,0.85714286,8.583e-05,0.33333333,3.66666667
243,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
244,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
245,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
246,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
247,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
248,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
249,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
250,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
251,0.16666667,0,0.04347826,0.0,0.33333333,0.0,1.671e-05,0.09090909,11.0
252,0.85714286,0.85714286,0.1,0.0,1.0,1.0,0.00011445,0.66666667,4.5
253,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
254,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
255,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
256,0.33333333,0,0.23076923,0.16666667,0.5,0.0,0.00010012,0.2,1.66666667
257,0.46666667,0.25,0.17647059,0.16666667,0.83333333,0.5,0.00010012,0.2,2.33333333
258,0.4,0,0.52941176,0.2,0.4,0.0,0.00036036,0.25,0.44444444
259,0.61904762,0.61363636,0.0,0.0,1.0,1.0,0.0,0.33333333,13.0
260,0.80952381,0.82608696,0.02857143,0.0,1.0,1.0,2.861e-05,0.5,17.0
261,0.66666667,0.6,0.2,0.25,0.75,0.75,0.00010008,0.33333333,2.0
262,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
263,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
264,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
265,0.53333333,0.6,0.15789474,0.0,1.0,1.0,0.00010012,0.4,2.66666667
266,0.28571429,0.3,0.15789474,0.0,0.75,0.375,7.512e-05,0.14285714,2.66666667
267,0.25,0,0.3,0.125,0.625,0.0,0.00015024,0.14285714,1.16666667
268,0.24183007,0.36486486,0.36752137,0.11111111,1.0,0.88888889,0.0004795,0.11764706,0.86046512
269,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
270,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
271,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
272,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
273,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
274,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
275,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
276,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
277,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
278,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
279,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
280,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
281,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
282,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
283,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
284,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
285,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
286,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
287,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
288,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
289,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
290,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
291,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
292,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
293,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
294,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
295,0.66666667,0,0.11111111,0.0,1.0,0.0,5.004e-05,0.66666667,4.0
296,0.4,0,0.77777778,0.2,0.4,0.0,0.00112112,0.25,0.14285714
297,0.4,0,0.14285714,0.0,0.83333333,0.0,6.675e-05,0.2,3.0
298,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
299,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
300,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
301,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
302,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
303,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
304,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
305,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
306,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
307,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
308,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
309,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
310,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
311,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
312,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
313,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
314,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
315,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
316,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
317,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
318,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
319,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
320,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
321,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
322,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
323,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
324,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
325,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
326,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
327,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
328,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
329,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
330,0.66666667,0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
